186.5	0.11177	0
185.56751	0.3328	0
184.635	0.55372	0
183.70254	0.77439	0
182.77	0.9947	0
181.83757	1.21445	0
180.905	1.43359	0
179.9726	1.6519	0
179.04	1.86933	0
177.17553	2.30066	0
175.31	2.72736	0
173.44554	3.14862	0
171.58	3.56506	0
169.7155	3.9764	0
167.85	4.38322	0
165.98548	4.78518	0
164.12	5.18267	0
162.25548	5.57522	0
160.39	5.96315	0
158.52549	6.34597	0
156.66	6.724	0
154.79549	7.09676	0
152.93	7.46457	0
151.06549	7.82698	0
149.2	8.18429	0
147.33549	8.53607	0
145.47	8.88264	0
143.60548	9.22363	0
141.74	9.55934	0
139.87547	9.88941	0
138.01	10.21414	0
136.14546	10.53318	0
134.28	10.84682	0
132.41544	11.15475	0
130.55	11.45724	0
128.68545	11.75396	0
126.82	12.04497	0
124.95547	12.32974	0
123.09	12.60826	0
121.22549	12.87999	0
119.36	13.14493	0
117.4955	13.40254	0
115.63	13.65283	0
113.7655	13.89528	0
111.9	14.12986	0
110.03549	14.35606	0
108.17	14.57406	0
106.30546	14.78361	0
104.44	14.9849	0
102.57542	15.17772	0
100.71	15.36223	0
98.84538	15.53829	0
96.98	15.706	0
95.11535	15.86523	0
93.25	16.0161	0
91.38532	16.15845	0
89.52	16.29212	0
87.6553	16.41669	0
85.79	16.53186	0
83.92527	16.63718	0
82.06	16.73231	0
80.19523	16.81686	0
78.33	16.8905	0
76.46518	16.95283	0
74.6	17.00343	0
72.7351	17.04197	0
70.87	17.0687	0
69.00503	17.08401	0
67.14	17.08836	0
65.27497	17.08227	0
63.41	17.06622	0
61.54493	17.0407	0
59.68	17.00613	0
57.8149	16.96298	0
55.95	16.91189	0
54.08484	16.85315	0
52.22	16.7853	0
50.35469	16.70638	0
48.49	16.61417	0
46.62444	16.50625	0
44.76	16.38044	0
42.89406	16.23429	0
41.03	16.06573	0
39.16348	15.87201	0
37.3	15.65112	0
35.43289	15.40005	0
33.57	15.11931	0
31.70247	14.80758	0
29.84	14.46694	0
27.97201	14.09581	0
26.11	13.69581	0
24.24112	13.26291	0
22.38	12.7977	0
20.50958	12.29259	0
18.65	11.74915	0
16.77836	11.15725	0
14.92	10.52434	0
13.04407	9.83683	0
11.19	9.0932	0
10.25264	8.6861	0
9.325	8.25734	0
8.38515	7.79173	0
7.46	7.29743	0
6.51499	6.74844	0
5.595	6.15851	0
4.64141	5.47271	0
3.73	4.73216	0
2.97167	4.04462	0
2.238	3.33054	0
1.86092	2.95004	0
1.492	2.56158	0
1.10575	2.12381	0
0.746	1.66429	0
0.55039	1.379	0
0.373	1.08217	0
0.27426	0.89123	0
0.1865	0.6951	0
0.13698	0.56672	0
0.09325	0.43622	0
0.03619	0.22044	0
0	0	0
0.00037	-0.44046	0
0.09325	-0.87096	0
0.13672	-0.99087	0
0.1865	-1.10815	0
0.27415	-1.2854	0
0.373	-1.45681	0
0.54936	-1.71612	0
0.746	-1.9606	0
1.10196	-2.33022	0
1.492	-2.66438	0
1.85568	-2.92924	0
2.238	-3.16552	0
2.96604	-3.51425	0
3.73	-3.78078	0
4.65751	-4.02031	0
5.595	-4.21594	0
6.52651	-4.40011	0
7.46	-4.57319	0
8.39085	-4.7259	0
9.325	-4.85743	0
10.25652	-4.96746	0
11.19	-5.05932	0
13.05372	-5.20079	0
14.92	-5.3077	0
16.78475	-5.40016	0
18.65	-5.47911	0
20.51475	-5.54152	0
22.38	-5.58816	0
24.24491	-5.62059	0
26.11	-5.63983	0
27.97499	-5.6468	0
29.84	-5.64248	0
31.70505	-5.62794	0
33.57	-5.60414	0
35.43507	-5.57204	0
37.3	-5.53263	0
39.16507	-5.48685	0
41.03	-5.43545	0
42.89507	-5.37914	0
44.76	-5.31863	0
46.62505	-5.2546	0
48.49	-5.18776	0
50.35503	-5.11882	0
52.22	-5.04848	0
54.085	-4.97744	0
55.95	-4.90642	0
57.81499	-4.83602	0
59.68	-4.76629	0
61.54499	-4.69714	0
63.41	-4.62848	0
65.27499	-4.56021	0
67.14	-4.49223	0
69.005	-4.42444	0
70.87	-4.35675	0
72.735	-4.28906	0
74.6	-4.22126	0
76.465	-4.15329	0
78.33	-4.08513	0
80.195	-4.01681	0
82.06	-3.94835	0
83.925	-3.87981	0
85.79	-3.81118	0
87.655	-3.7425	0
89.52	-3.67379	0
91.385	-3.60508	0
93.25	-3.53639	0
95.115	-3.46777	0
96.98	-3.39919	0
98.845	-3.33065	0
100.71	-3.26215	0
102.575	-3.19367	0
104.44	-3.12522	0
106.305	-3.05677	0
108.17	-2.98833	0
110.035	-2.91989	0
111.9	-2.85145	0
113.765	-2.783	0
115.63	-2.71453	0
117.495	-2.64605	0
119.36	-2.57756	0
121.225	-2.50907	0
123.09	-2.44058	0
124.955	-2.37207	0
126.82	-2.30355	0
128.685	-2.23505	0
130.55	-2.16655	0
132.415	-2.09805	0
134.28	-2.02955	0
136.145	-1.96106	0
138.01	-1.89256	0
139.875	-1.82407	0
141.74	-1.75558	0
143.605	-1.68709	0
145.47	-1.6186	0
147.335	-1.5501	0
149.2	-1.48161	0
151.065	-1.41312	0
152.93	-1.34463	0
154.795	-1.27614	0
156.66	-1.20764	0
158.525	-1.13915	0
160.39	-1.07066	0
162.255	-1.00217	0
164.12	-0.93367	0
165.985	-0.86518	0
167.85	-0.79669	0
169.715	-0.7282	0
171.58	-0.65971	0
173.445	-0.59121	0
175.31	-0.52272	0
177.175	-0.45423	0
179.04	-0.38574	0
179.9725	-0.3515	0
180.905	-0.31726	0
181.8375	-0.28302	0
182.77	-0.24877	0
183.7025	-0.21452	0
184.635	-0.18027	0
185.5675	-0.14602	0
186.5	-0.11177	0
